YearQuarter,Industry,Gender,Number of Full-Time Equivalent Employees
1989Q2,Health Care and Social Assistance,Female,63700
1989Q3,Health Care and Social Assistance,Female,63000
1989Q4,Health Care and Social Assistance,Female,62800
1990Q1,Health Care and Social Assistance,Female,62600
1990Q2,Health Care and Social Assistance,Female,63000
1990Q3,Health Care and Social Assistance,Female,64100
1990Q4,Health Care and Social Assistance,Female,65100
1991Q1,Health Care and Social Assistance,Female,65200
1991Q2,Health Care and Social Assistance,Female,66300
1991Q3,Health Care and Social Assistance,Female,66400
1991Q4,Health Care and Social Assistance,Female,66100
1992Q1,Health Care and Social Assistance,Female,65400
1992Q2,Health Care and Social Assistance,Female,66100
1992Q3,Health Care and Social Assistance,Female,65700
1992Q4,Health Care and Social Assistance,Female,66100
1993Q1,Health Care and Social Assistance,Female,66100
1993Q2,Health Care and Social Assistance,Female,68000
1993Q3,Health Care and Social Assistance,Female,69500
1993Q4,Health Care and Social Assistance,Female,69300
1994Q1,Health Care and Social Assistance,Female,69300
1994Q2,Health Care and Social Assistance,Female,72000
1994Q3,Health Care and Social Assistance,Female,71000
1994Q4,Health Care and Social Assistance,Female,71300
1995Q1,Health Care and Social Assistance,Female,69300
1995Q2,Health Care and Social Assistance,Female,71000
1995Q3,Health Care and Social Assistance,Female,71800
1995Q4,Health Care and Social Assistance,Female,71900
1996Q1,Health Care and Social Assistance,Female,70400
1996Q2,Health Care and Social Assistance,Female,74300
1996Q3,Health Care and Social Assistance,Female,75500
1996Q4,Health Care and Social Assistance,Female,75600
1997Q1,Health Care and Social Assistance,Female,72900
1997Q2,Health Care and Social Assistance,Female,77300
1997Q3,Health Care and Social Assistance,Female,79500
1997Q4,Health Care and Social Assistance,Female,78300
1998Q1,Health Care and Social Assistance,Female,74700
1998Q2,Health Care and Social Assistance,Female,79100
1998Q3,Health Care and Social Assistance,Female,79900
1998Q4,Health Care and Social Assistance,Female,80500
1999Q1,Health Care and Social Assistance,Female,80400
1999Q2,Health Care and Social Assistance,Female,81500
1999Q3,Health Care and Social Assistance,Female,82000
1999Q4,Health Care and Social Assistance,Female,84100
2000Q1,Health Care and Social Assistance,Female,84300
2000Q2,Health Care and Social Assistance,Female,87800
2000Q3,Health Care and Social Assistance,Female,90100
2000Q4,Health Care and Social Assistance,Female,91100
2001Q1,Health Care and Social Assistance,Female,91700
2001Q2,Health Care and Social Assistance,Female,92500
2001Q3,Health Care and Social Assistance,Female,94400
2001Q4,Health Care and Social Assistance,Female,94700
2002Q1,Health Care and Social Assistance,Female,95200
2002Q2,Health Care and Social Assistance,Female,97600
2002Q3,Health Care and Social Assistance,Female,95900
2002Q4,Health Care and Social Assistance,Female,97800
2003Q1,Health Care and Social Assistance,Female,98900
2003Q2,Health Care and Social Assistance,Female,99000
2003Q3,Health Care and Social Assistance,Female,98400
2003Q4,Health Care and Social Assistance,Female,101400
2004Q1,Health Care and Social Assistance,Female,104600
2004Q2,Health Care and Social Assistance,Female,104600
2004Q3,Health Care and Social Assistance,Female,105500
2004Q4,Health Care and Social Assistance,Female,106100
2005Q1,Health Care and Social Assistance,Female,106400
2005Q2,Health Care and Social Assistance,Female,108800
2005Q3,Health Care and Social Assistance,Female,109500
2005Q4,Health Care and Social Assistance,Female,109900
2006Q1,Health Care and Social Assistance,Female,108600
2006Q2,Health Care and Social Assistance,Female,111000
2006Q3,Health Care and Social Assistance,Female,112300
2006Q4,Health Care and Social Assistance,Female,112100
2007Q1,Health Care and Social Assistance,Female,112400
2007Q2,Health Care and Social Assistance,Female,110800
2007Q3,Health Care and Social Assistance,Female,111800
2007Q4,Health Care and Social Assistance,Female,113200
2008Q1,Health Care and Social Assistance,Female,113100
2008Q2,Health Care and Social Assistance,Female,115300
2008Q3,Health Care and Social Assistance,Female,115500
2008Q4,Health Care and Social Assistance,Female,116300
2009Q1,Health Care and Social Assistance,Female,116100
2009Q2,Health Care and Social Assistance,Female,115900
2009Q3,Health Care and Social Assistance,Female,116700
2009Q4,Health Care and Social Assistance,Female,115800
2010Q1,Health Care and Social Assistance,Female,119100
2010Q2,Health Care and Social Assistance,Female,118000
2010Q3,Health Care and Social Assistance,Female,118700
2010Q4,Health Care and Social Assistance,Female,119200
2011Q1,Health Care and Social Assistance,Female,118500
2011Q2,Health Care and Social Assistance,Female,119600
2011Q3,Health Care and Social Assistance,Female,119300
2011Q4,Health Care and Social Assistance,Female,118900
2012Q1,Health Care and Social Assistance,Female,119400
2012Q2,Health Care and Social Assistance,Female,121700
2012Q3,Health Care and Social Assistance,Female,121700
2012Q4,Health Care and Social Assistance,Female,123800
2013Q1,Health Care and Social Assistance,Female,123400
2013Q2,Health Care and Social Assistance,Female,127700
2013Q3,Health Care and Social Assistance,Female,127800
2013Q4,Health Care and Social Assistance,Female,129900
2014Q1,Health Care and Social Assistance,Female,131800
2014Q2,Health Care and Social Assistance,Female,134000
2014Q3,Health Care and Social Assistance,Female,135200
2014Q4,Health Care and Social Assistance,Female,134500
2015Q1,Health Care and Social Assistance,Female,136300
2015Q2,Health Care and Social Assistance,Female,137700
2015Q3,Health Care and Social Assistance,Female,138800
2015Q4,Health Care and Social Assistance,Female,139800
2016Q1,Health Care and Social Assistance,Female,141600
2016Q2,Health Care and Social Assistance,Female,142300
2016Q3,Health Care and Social Assistance,Female,141500
2016Q4,Health Care and Social Assistance,Female,145600
2017Q1,Health Care and Social Assistance,Female,143400
2017Q2,Health Care and Social Assistance,Female,144500
2017Q3,Health Care and Social Assistance,Female,146700
2017Q4,Health Care and Social Assistance,Female,148300
2018Q1,Health Care and Social Assistance,Female,146400
2018Q2,Health Care and Social Assistance,Female,147800
2018Q3,Health Care and Social Assistance,Female,148200
2018Q4,Health Care and Social Assistance,Female,147200
1989Q1,Health Care and Social Assistance,Both Sexes,81600
1989Q2,Health Care and Social Assistance,Both Sexes,79100
1989Q3,Health Care and Social Assistance,Both Sexes,78400
1989Q4,Health Care and Social Assistance,Both Sexes,77600
1990Q1,Health Care and Social Assistance,Both Sexes,77400
1990Q2,Health Care and Social Assistance,Both Sexes,77600
1990Q3,Health Care and Social Assistance,Both Sexes,79400
1990Q4,Health Care and Social Assistance,Both Sexes,80000
1991Q1,Health Care and Social Assistance,Both Sexes,80700
1991Q2,Health Care and Social Assistance,Both Sexes,81800
1991Q3,Health Care and Social Assistance,Both Sexes,81400
1991Q4,Health Care and Social Assistance,Both Sexes,81100
1992Q1,Health Care and Social Assistance,Both Sexes,80800
1992Q2,Health Care and Social Assistance,Both Sexes,81400
1992Q3,Health Care and Social Assistance,Both Sexes,80700
1992Q4,Health Care and Social Assistance,Both Sexes,81100
1993Q1,Health Care and Social Assistance,Both Sexes,81600
1993Q2,Health Care and Social Assistance,Both Sexes,83600
1993Q3,Health Care and Social Assistance,Both Sexes,85000
1993Q4,Health Care and Social Assistance,Both Sexes,84800
1994Q1,Health Care and Social Assistance,Both Sexes,85200
1994Q2,Health Care and Social Assistance,Both Sexes,88100
1994Q3,Health Care and Social Assistance,Both Sexes,86700
1994Q4,Health Care and Social Assistance,Both Sexes,86800
1995Q1,Health Care and Social Assistance,Both Sexes,84500
1995Q2,Health Care and Social Assistance,Both Sexes,86000
1995Q3,Health Care and Social Assistance,Both Sexes,86900
1995Q4,Health Care and Social Assistance,Both Sexes,87100
1996Q1,Health Care and Social Assistance,Both Sexes,85700
1996Q2,Health Care and Social Assistance,Both Sexes,89900
1996Q3,Health Care and Social Assistance,Both Sexes,92100
1996Q4,Health Care and Social Assistance,Both Sexes,91600
1997Q1,Health Care and Social Assistance,Both Sexes,89400
1997Q2,Health Care and Social Assistance,Both Sexes,93400
1997Q3,Health Care and Social Assistance,Both Sexes,96300
1997Q4,Health Care and Social Assistance,Both Sexes,95100
1998Q1,Health Care and Social Assistance,Both Sexes,92000
1998Q2,Health Care and Social Assistance,Both Sexes,95900
1998Q3,Health Care and Social Assistance,Both Sexes,97000
1998Q4,Health Care and Social Assistance,Both Sexes,97200
1999Q1,Health Care and Social Assistance,Both Sexes,97500
1999Q2,Health Care and Social Assistance,Both Sexes,99000
1999Q3,Health Care and Social Assistance,Both Sexes,99200
1999Q4,Health Care and Social Assistance,Both Sexes,100400
2000Q1,Health Care and Social Assistance,Both Sexes,101000
2000Q2,Health Care and Social Assistance,Both Sexes,104800
2000Q3,Health Care and Social Assistance,Both Sexes,107700
2000Q4,Health Care and Social Assistance,Both Sexes,109100
2001Q1,Health Care and Social Assistance,Both Sexes,109600
2001Q2,Health Care and Social Assistance,Both Sexes,110400
2001Q3,Health Care and Social Assistance,Both Sexes,112300
2001Q4,Health Care and Social Assistance,Both Sexes,113300
2002Q1,Health Care and Social Assistance,Both Sexes,113800
2002Q2,Health Care and Social Assistance,Both Sexes,116100
2002Q3,Health Care and Social Assistance,Both Sexes,114400
2002Q4,Health Care and Social Assistance,Both Sexes,116500
2003Q1,Health Care and Social Assistance,Both Sexes,117600
2003Q2,Health Care and Social Assistance,Both Sexes,117800
2003Q3,Health Care and Social Assistance,Both Sexes,117300
2003Q4,Health Care and Social Assistance,Both Sexes,121100
2004Q1,Health Care and Social Assistance,Both Sexes,124900
2004Q2,Health Care and Social Assistance,Both Sexes,125400
2004Q3,Health Care and Social Assistance,Both Sexes,126400
2004Q4,Health Care and Social Assistance,Both Sexes,126800
2005Q1,Health Care and Social Assistance,Both Sexes,127100
2005Q2,Health Care and Social Assistance,Both Sexes,130100
2005Q3,Health Care and Social Assistance,Both Sexes,130400
2005Q4,Health Care and Social Assistance,Both Sexes,130700
2006Q1,Health Care and Social Assistance,Both Sexes,129000
2006Q2,Health Care and Social Assistance,Both Sexes,132100
2006Q3,Health Care and Social Assistance,Both Sexes,132900
2006Q4,Health Care and Social Assistance,Both Sexes,133300
2007Q1,Health Care and Social Assistance,Both Sexes,133800
2007Q2,Health Care and Social Assistance,Both Sexes,131800
2007Q3,Health Care and Social Assistance,Both Sexes,132900
2007Q4,Health Care and Social Assistance,Both Sexes,135100
2008Q1,Health Care and Social Assistance,Both Sexes,135300
2008Q2,Health Care and Social Assistance,Both Sexes,137900
2008Q3,Health Care and Social Assistance,Both Sexes,138900
2008Q4,Health Care and Social Assistance,Both Sexes,140100
2009Q1,Health Care and Social Assistance,Both Sexes,139900
2009Q2,Health Care and Social Assistance,Both Sexes,140000
2009Q3,Health Care and Social Assistance,Both Sexes,140400
2009Q4,Health Care and Social Assistance,Both Sexes,140900
2010Q1,Health Care and Social Assistance,Both Sexes,144000
2010Q2,Health Care and Social Assistance,Both Sexes,143200
2010Q3,Health Care and Social Assistance,Both Sexes,144800
2010Q4,Health Care and Social Assistance,Both Sexes,145100
2011Q1,Health Care and Social Assistance,Both Sexes,144300
2011Q2,Health Care and Social Assistance,Both Sexes,145400
2011Q3,Health Care and Social Assistance,Both Sexes,145000
2011Q4,Health Care and Social Assistance,Both Sexes,144800
2012Q1,Health Care and Social Assistance,Both Sexes,146900
2012Q2,Health Care and Social Assistance,Both Sexes,149300
2012Q3,Health Care and Social Assistance,Both Sexes,149100
2012Q4,Health Care and Social Assistance,Both Sexes,151600
2013Q1,Health Care and Social Assistance,Both Sexes,151500
2013Q2,Health Care and Social Assistance,Both Sexes,156100
2013Q3,Health Care and Social Assistance,Both Sexes,156000
2013Q4,Health Care and Social Assistance,Both Sexes,158700
2014Q1,Health Care and Social Assistance,Both Sexes,160300
2014Q2,Health Care and Social Assistance,Both Sexes,163100
2014Q3,Health Care and Social Assistance,Both Sexes,164600
2014Q4,Health Care and Social Assistance,Both Sexes,163900
2015Q1,Health Care and Social Assistance,Both Sexes,166400
2015Q2,Health Care and Social Assistance,Both Sexes,168300
2015Q3,Health Care and Social Assistance,Both Sexes,169100
2015Q4,Health Care and Social Assistance,Both Sexes,169800
2016Q1,Health Care and Social Assistance,Both Sexes,172500
