YearQuarter,Industry,Gender,Number of Working Proprietors,Number of Part-Time Paid Employees,Number of Full-Time Paid Employees,Total Number of People in Employment
2014Q1,Education and Training,Both Sexes,1300,37600,91000,129900
2014Q2,Education and Training,Both Sexes,1600,51500,98800,151900
2014Q3,Education and Training,Both Sexes,1700,54700,99100,155500
2014Q4,Education and Training,Both Sexes,1700,55300,100900,157900
2015Q1,Education and Training,Both Sexes,1500,34700,95800,131900
2015Q2,Education and Training,Both Sexes,1100,51800,99700,152600
2015Q3,Education and Training,Both Sexes,1000,52900,103300,157200
2015Q4,Education and Training,Both Sexes,1400,52500,106700,160500
2016Q1,Education and Training,Both Sexes,1200,34800,98400,134400
2016Q2,Education and Training,Both Sexes,1400,51100,104900,157300
2016Q3,Education and Training,Both Sexes,1800,49100,106600,157500
2016Q4,Education and Training,Both Sexes,1900,48600,106700,157200
2017Q1,Education and Training,Both Sexes,1600,34200,91300,127100
2017Q2,Education and Training,Both Sexes,1500,49600,99600,150700
2017Q3,Education and Training,Both Sexes,1800,49100,102400,153300
2017Q4,Education and Training,Both Sexes,1600,47600,104800,153900
2018Q1,Education and Training,Both Sexes,1800,31900,102900,136600
2018Q2,Education and Training,Both Sexes,1400,52400,108100,161900
2018Q3,Education and Training,Both Sexes,1800,53600,104900,160400
2018Q4,Education and Training,Both Sexes,1600,53300,106300,161300
1989Q1,Health Care and Social Assistance,Male,4200,3100,15700,23000
1989Q2,Health Care and Social Assistance,Male,4300,3200,13800,21200
1989Q3,Health Care and Social Assistance,Male,4300,3200,13800,21200
1989Q4,Health Care and Social Assistance,Male,4300,3300,13100,20700
1990Q1,Health Care and Social Assistance,Male,4300,3500,13100,20900
1990Q2,Health Care and Social Assistance,Male,4300,3300,13000,20600
1990Q3,Health Care and Social Assistance,Male,4300,3600,13500,21400
1990Q4,Health Care and Social Assistance,Male,4400,3600,13100,21100
1991Q1,Health Care and Social Assistance,Male,4400,3700,13600,21700
1991Q2,Health Care and Social Assistance,Male,4400,3900,13500,21800
1991Q3,Health Care and Social Assistance,Male,4400,3900,13100,21400
1991Q4,Health Care and Social Assistance,Male,4500,4000,13000,21500
1992Q1,Health Care and Social Assistance,Male,4500,4000,13400,21900
1992Q2,Health Care and Social Assistance,Male,4500,4100,13300,21900
1992Q3,Health Care and Social Assistance,Male,4600,4100,13000,21600
1992Q4,Health Care and Social Assistance,Male,4600,4200,13000,21800
1993Q1,Health Care and Social Assistance,Male,4600,4400,13300,22300
1993Q2,Health Care and Social Assistance,Male,4700,4600,13300,22600
1993Q3,Health Care and Social Assistance,Male,4700,4900,13000,22700
1993Q4,Health Care and Social Assistance,Male,4800,4900,13100,22800
1994Q1,Health Care and Social Assistance,Male,4900,4900,13400,23200
1994Q2,Health Care and Social Assistance,Male,4700,5300,13500,23600
1994Q3,Health Care and Social Assistance,Male,4600,5200,13000,22800
1994Q4,Health Care and Social Assistance,Male,4500,5300,12900,22700
1995Q1,Health Care and Social Assistance,Male,4400,4200,13000,21700
1995Q2,Health Care and Social Assistance,Male,4500,4500,12700,21700
1995Q3,Health Care and Social Assistance,Male,4600,4500,12900,21900
1995Q4,Health Care and Social Assistance,Male,4600,4600,12900,22100
1996Q1,Health Care and Social Assistance,Male,4700,4400,13100,22200
1996Q2,Health Care and Social Assistance,Male,4600,5000,13200,22700
1996Q3,Health Care and Social Assistance,Male,4500,5100,14100,23600
1996Q4,Health Care and Social Assistance,Male,4300,5100,13500,22900
1997Q1,Health Care and Social Assistance,Male,4200,5100,14000,23300
1997Q2,Health Care and Social Assistance,Male,4200,5100,13600,22900
1997Q3,Health Care and Social Assistance,Male,4200,5400,14100,23800
1997Q4,Health Care and Social Assistance,Male,4200,5400,14100,23700
1998Q1,Health Care and Social Assistance,Male,4200,5700,14400,24400
1998Q2,Health Care and Social Assistance,Male,4400,5700,14000,24100
1998Q3,Health Care and Social Assistance,Male,4600,6000,14000,24700
1998Q4,Health Care and Social Assistance,Male,4800,6100,13700,24600
1999Q1,Health Care and Social Assistance,Male,5000,6000,14100,25100
1999Q2,Health Care and Social Assistance,Male,4300,6400,14300,24900
1999Q3,Health Care and Social Assistance,Male,3500,6200,14000,23800
1999Q4,Health Care and Social Assistance,Male,3200,6200,13300,22600
2000Q1,Health Care and Social Assistance,Male,3400,6900,13300,23500
2000Q2,Health Care and Social Assistance,Male,3600,6700,13700,23900
2000Q3,Health Care and Social Assistance,Male,2900,7800,13700,24500
2000Q4,Health Care and Social Assistance,Male,3000,7400,14300,24700
2001Q1,Health Care and Social Assistance,Male,3300,6800,14600,24700
2001Q2,Health Care and Social Assistance,Male,3600,6700,14600,24900
2001Q3,Health Care and Social Assistance,Male,3500,7000,14400,24900
2001Q4,Health Care and Social Assistance,Male,3400,7500,14900,25700
2002Q1,Health Care and Social Assistance,Male,3300,7000,15100,25400
2002Q2,Health Care and Social Assistance,Male,3300,7000,15100,25300
2002Q3,Health Care and Social Assistance,Male,4500,7100,14900,26600
2002Q4,Health Care and Social Assistance,Male,4300,7000,15200,26500
2003Q1,Health Care and Social Assistance,Male,4400,6500,15500,26400
2003Q2,Health Care and Social Assistance,Male,4300,6400,15600,26300
2003Q3,Health Care and Social Assistance,Male,4700,6800,15500,27000
2003Q4,Health Care and Social Assistance,Male,4800,6800,16300,28000
2004Q1,Health Care and Social Assistance,Male,4400,7000,16800,28200
2004Q2,Health Care and Social Assistance,Male,4100,7200,17100,28400
2004Q3,Health Care and Social Assistance,Male,4500,7100,17400,29000
2004Q4,Health Care and Social Assistance,Male,4500,7500,17000,29000
2005Q1,Health Care and Social Assistance,Male,4800,7100,17200,29100
2005Q2,Health Care and Social Assistance,Male,4700,7500,17600,29900
2005Q3,Health Care and Social Assistance,Male,4400,7800,17000,29200
2005Q4,Health Care and Social Assistance,Male,4700,7600,17100,29400
2006Q1,Health Care and Social Assistance,Male,4800,7800,16500,29100
2006Q2,Health Care and Social Assistance,Male,5000,7800,17200,30000
2006Q3,Health Care and Social Assistance,Male,5100,7000,17100,29200
2006Q4,Health Care and Social Assistance,Male,4700,7200,17600,29500
2007Q1,Health Care and Social Assistance,Male,5100,7500,17600,30200
2007Q2,Health Care and Social Assistance,Male,4800,7500,17200,29600
2007Q3,Health Care and Social Assistance,Male,4800,7400,17400,29600
2007Q4,Health Care and Social Assistance,Male,5400,8100,17800,31300
2008Q1,Health Care and Social Assistance,Male,5300,7900,18300,31500
2008Q2,Health Care and Social Assistance,Male,5200,7700,18700,31700
2008Q3,Health Care and Social Assistance,Male,5400,7900,19400,32700
2008Q4,Health Care and Social Assistance,Male,5600,8400,19600,33600
2009Q1,Health Care and Social Assistance,Male,5500,8600,19500,33600
2009Q2,Health Care and Social Assistance,Male,5900,8500,19900,34300
2009Q3,Health Care and Social Assistance,Male,5000,8500,19500,33000
2009Q4,Health Care and Social Assistance,Male,4400,9900,20100,34400
2010Q1,Health Care and Social Assistance,Male,4500,9000,20400,34000
2010Q2,Health Care and Social Assistance,Male,4400,8900,20800,34100
2010Q3,Health Care and Social Assistance,Male,4600,10000,21100,35600
2010Q4,Health Care and Social Assistance,Male,4500,9700,21100,35400
2011Q1,Health Care and Social Assistance,Male,4400,9100,21200,34700
2011Q2,Health Care and Social Assistance,Male,4600,9100,21200,34900
2011Q3,Health Care and Social Assistance,Male,4000,8700,21400,34100
2011Q4,Health Care and Social Assistance,Male,3900,9300,21300,34500
2012Q1,Health Care and Social Assistance,Male,3800,9600,22800,36100
2012Q2,Health Care and Social Assistance,Male,3900,10400,22400,36700
2012Q3,Health Care and Social Assistance,Male,4100,10000,22400,36600
2012Q4,Health Care and Social Assistance,Male,3900,10700,22400,37000
2013Q1,Health Care and Social Assistance,Male,4300,10600,22700,37600
2013Q2,Health Care and Social Assistance,Male,3800,10700,23000,37500
2013Q3,Health Care and Social Assistance,Male,4000,10100,23100,37300
2013Q4,Health Care and Social Assistance,Male,4500,10800,23400,38700
2014Q1,Health Care and Social Assistance,Male,4300,10500,23300,38200
2014Q2,Health Care and Social Assistance,Male,3900,8800,24800,37400
2014Q3,Health Care and Social Assistance,Male,3900,9600,24600,38100
2014Q4,Health Care and Social Assistance,Male,3500,9500,24700,37600
2015Q1,Health Care and Social Assistance,Male,3300,9400,25400,38200
2015Q2,Health Care and Social Assistance,Male,3000,10100,25600,38700
2015Q3,Health Care and Social Assistance,Male,3000,10600,25100,38700
2015Q4,Health Care and Social Assistance,Male,3700,10600,24800,39000
2016Q1,Health Care and Social Assistance,Male,3700,11200,25400,40200
2016Q2,Health Care and Social Assistance,Male,3800,11200,26000,41000
2016Q3,Health Care and Social Assistance,Male,3900,10900,26200,41000
2016Q4,Health Care and Social Assistance,Male,3700,11300,26200,41300
2017Q1,Health Care and Social Assistance,Male,4000,11200,27400,42600
2017Q2,Health Care and Social Assistance,Male,4100,11500,26200,41700
2017Q3,Health Care and Social Assistance,Male,4000,11000,26800,41800
2017Q4,Health Care and Social Assistance,Male,3900,10900,27700,42500
2018Q1,Health Care and Social Assistance,Male,3800,11400,26300,41500
2018Q2,Health Care and Social Assistance,Male,3400,12200,26900,42500
2018Q3,Health Care and Social Assistance,Male,3200,12600,27500,43300
2018Q4,Health Care and Social Assistance,Male,3300,11800,27900,42900
1989Q1,Health Care and Social Assistance,Female,1200,38000,45400,84600
1989Q2,Health Care and Social Assistance,Female,1300,39700,43900,84800
1989Q3,Health Care and Social Assistance,Female,1300,40000,43000,84300
1989Q4,Health Care and Social Assistance,Female,1300,40700,42500,84500
1990Q1,Health Care and Social Assistance,Female,1300,40300,42400,84100
1990Q2,Health Care and Social Assistance,Female,1400,40600,42700,84600
1990Q3,Health Care and Social Assistance,Female,1400,41900,43200,86500
1990Q4,Health Care and Social Assistance,Female,1500,42700,43700,87900
1991Q1,Health Care and Social Assistance,Female,1500,42300,44000,87800
1991Q2,Health Care and Social Assistance,Female,1500,44200,44200,90000
1991Q3,Health Care and Social Assistance,Female,1600,44500,44100,90200
1991Q4,Health Care and Social Assistance,Female,1600,45300,43500,90400
1992Q1,Health Care and Social Assistance,Female,1700,43900,43500,89100
1992Q2,Health Care and Social Assistance,Female,1700,45500,43400,90500
1992Q3,Health Care and Social Assistance,Female,1700,45100,43100,89900
1992Q4,Health Care and Social Assistance,Female,1600,45700,43200,90500
1993Q1,Health Care and Social Assistance,Female,1600,45400,43400,90500
1993Q2,Health Care and Social Assistance,Female,1800,46700,44600,93100
1993Q3,Health Care and Social Assistance,Female,1900,48400,45300,95600
1993Q4,Health Care and Social Assistance,Female,2000,48900,44800,95700
1994Q1,Health Care and Social Assistance,Female,2100,48200,45100,95500
1994Q2,Health Care and Social Assistance,Female,2000,53100,45400,100600
1994Q3,Health Care and Social Assistance,Female,2000,52700,44700,99400
1994Q4,Health Care and Social Assistance,Female,1900,52800,44900,99500
1995Q1,Health Care and Social Assistance,Female,1800,47200,45700,94700
1995Q2,Health Care and Social Assistance,Female,1900,49900,46100,97900
1995Q3,Health Care and Social Assistance,Female,2100,51400,46100,99500
1995Q4,Health Care and Social Assistance,Female,2200,52400,45700,100300
1996Q1,Health Care and Social Assistance,Female,2300,49000,46000,97200
1996Q2,Health Care and Social Assistance,Female,2300,52600,48000,102800
1996Q3,Health Care and Social Assistance,Female,2200,53200,48900,104300
1996Q4,Health Care and Social Assistance,Female,2200,54400,48400,105000
1997Q1,Health Care and Social Assistance,Female,2100,50200,47800,100100
1997Q2,Health Care and Social Assistance,Female,2100,54700,49900,106800
1997Q3,Health Care and Social Assistance,Female,2200,56400,51300,109900
1997Q4,Health Care and Social Assistance,Female,2200,58200,49200,109600
1998Q1,Health Care and Social Assistance,Female,2200,55100,47200,104500
1998Q2,Health Care and Social Assistance,Female,2300,59200,49500,111000
1998Q3,Health Care and Social Assistance,Female,2400,61200,49300,113000
1998Q4,Health Care and Social Assistance,Female,2600,59000,51000,112600
1999Q1,Health Care and Social Assistance,Female,2700,59100,50800,112600
1999Q2,Health Care and Social Assistance,Female,2600,60800,51200,114600
1999Q3,Health Care and Social Assistance,Female,2600,62200,50900,115700
1999Q4,Health Care and Social Assistance,Female,2100,64500,51800,118400
2000Q1,Health Care and Social Assistance,Female,2300,64000,52300,118600
2000Q2,Health Care and Social Assistance,Female,2200,68300,53700,124200
2000Q3,Health Care and Social Assistance,Female,2400,71000,54600,128100
2000Q4,Health Care and Social Assistance,Female,2200,69900,56200,128200
2001Q1,Health Care and Social Assistance,Female,2300,68800,57300,128400
2001Q2,Health Care and Social Assistance,Female,3100,69300,57800,130200
2001Q3,Health Care and Social Assistance,Female,2400,71900,58500,132800
2001Q4,Health Care and Social Assistance,Female,2500,72100,58700,133200
2002Q1,Health Care and Social Assistance,Female,2200,70200,60100,132500
2002Q2,Health Care and Social Assistance,Female,2400,72900,61100,136400
2002Q3,Health Care and Social Assistance,Female,2700,73100,59400,135100
2002Q4,Health Care and Social Assistance,Female,2800,74800,60400,137900
2003Q1,Health Care and Social Assistance,Female,2700,75900,61000,139500
2003Q2,Health Care and Social Assistance,Female,3100,75600,61200,140000
2003Q3,Health Care and Social Assistance,Female,3100,76600,60100,139800
2003Q4,Health Care and Social Assistance,Female,4300,77200,62800,144300
2004Q1,Health Care and Social Assistance,Female,3400,76100,66500,146100
2004Q2,Health Care and Social Assistance,Female,3600,79200,65000,147800
2004Q3,Health Care and Social Assistance,Female,3600,76700,67200,147400
2004Q4,Health Care and Social Assistance,Female,4600,78500,66800,149900
2005Q1,Health Care and Social Assistance,Female,3500,77200,67800,148500
