YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
1996Q3,"Arts, Recreation and Other Services",Female,24.93,0.17,25.1
1996Q4,"Arts, Recreation and Other Services",Female,25.04,0.19,25.22
1997Q1,"Arts, Recreation and Other Services",Female,24.6,0.22,24.81
1997Q2,"Arts, Recreation and Other Services",Female,24.89,0.18,25.08
1997Q3,"Arts, Recreation and Other Services",Female,24.33,0.18,24.52
1997Q4,"Arts, Recreation and Other Services",Female,24.38,0.18,24.55
1998Q1,"Arts, Recreation and Other Services",Female,24.08,0.18,24.27
1998Q2,"Arts, Recreation and Other Services",Female,24.39,0.16,24.55
1998Q3,"Arts, Recreation and Other Services",Female,24.13,0.13,24.26
1998Q4,"Arts, Recreation and Other Services",Female,24.03,0.16,24.18
1999Q1,"Arts, Recreation and Other Services",Female,24.64,0.19,24.83
1999Q2,"Arts, Recreation and Other Services",Female,24.37,0.14,24.52
1999Q3,"Arts, Recreation and Other Services",Female,24.21,0.12,24.33
1999Q4,"Arts, Recreation and Other Services",Female,24.58,0.15,24.73
2000Q1,"Arts, Recreation and Other Services",Female,24.33,0.26,24.6
2000Q2,"Arts, Recreation and Other Services",Female,24.03,0.13,24.16
2000Q3,"Arts, Recreation and Other Services",Female,24.13,0.19,24.32
2000Q4,"Arts, Recreation and Other Services",Female,24.01,0.16,24.16
2001Q1,"Arts, Recreation and Other Services",Female,24.21,0.15,24.36
2001Q2,"Arts, Recreation and Other Services",Female,24.02,0.14,24.16
2001Q3,"Arts, Recreation and Other Services",Female,23.63,0.13,23.76
2001Q4,"Arts, Recreation and Other Services",Female,23.42,0.12,23.54
2002Q1,"Arts, Recreation and Other Services",Female,24.6,0.21,24.81
2002Q2,"Arts, Recreation and Other Services",Female,24.51,0.17,24.67
2002Q3,"Arts, Recreation and Other Services",Female,24.16,0.14,24.3
2002Q4,"Arts, Recreation and Other Services",Female,24.4,0.15,24.55
2003Q1,"Arts, Recreation and Other Services",Female,25.55,0.2,25.75
2003Q2,"Arts, Recreation and Other Services",Female,24.66,0.15,24.81
2003Q3,"Arts, Recreation and Other Services",Female,25.06,0.12,25.18
2003Q4,"Arts, Recreation and Other Services",Female,25.43,0.31,25.74
2004Q1,"Arts, Recreation and Other Services",Female,25.75,0.22,25.97
2004Q2,"Arts, Recreation and Other Services",Female,24.66,0.14,24.81
2004Q3,"Arts, Recreation and Other Services",Female,24.87,0.12,25
2004Q4,"Arts, Recreation and Other Services",Female,24.62,0.19,24.81
2005Q1,"Arts, Recreation and Other Services",Female,24.74,0.21,24.95
2005Q2,"Arts, Recreation and Other Services",Female,24.69,0.15,24.83
2005Q3,"Arts, Recreation and Other Services",Female,24.72,0.13,24.85
2005Q4,"Arts, Recreation and Other Services",Female,25.15,0.14,25.29
2006Q1,"Arts, Recreation and Other Services",Female,25.65,0.17,25.83
2006Q2,"Arts, Recreation and Other Services",Female,25.35,0.17,25.52
2006Q3,"Arts, Recreation and Other Services",Female,24.25,0.14,24.39
2006Q4,"Arts, Recreation and Other Services",Female,24.56,0.15,24.71
2007Q1,"Arts, Recreation and Other Services",Female,25.47,0.2,25.67
2007Q2,"Arts, Recreation and Other Services",Female,24.89,0.15,25.03
2007Q3,"Arts, Recreation and Other Services",Female,24.42,0.14,24.56
2007Q4,"Arts, Recreation and Other Services",Female,24.9,0.17,25.06
2008Q1,"Arts, Recreation and Other Services",Female,25.21,0.19,25.4
2008Q2,"Arts, Recreation and Other Services",Female,24.61,0.14,24.74
2008Q3,"Arts, Recreation and Other Services",Female,24.61,0.12,24.73
2008Q4,"Arts, Recreation and Other Services",Female,25.32,0.13,25.46
2009Q1,"Arts, Recreation and Other Services",Female,24.76,0.17,24.93
2009Q2,"Arts, Recreation and Other Services",Female,25.27,0.11,25.38
2009Q3,"Arts, Recreation and Other Services",Female,24.54,0.1,24.63
2009Q4,"Arts, Recreation and Other Services",Female,24.74,0.12,24.85
2010Q1,"Arts, Recreation and Other Services",Female,24.37,0.16,24.52
2010Q2,"Arts, Recreation and Other Services",Female,24.9,0.12,25.02
2010Q3,"Arts, Recreation and Other Services",Female,24.77,0.1,24.86
2010Q4,"Arts, Recreation and Other Services",Female,25.15,0.11,25.26
2011Q1,"Arts, Recreation and Other Services",Female,26.12,0.12,26.24
2011Q2,"Arts, Recreation and Other Services",Female,25.29,0.11,25.39
2011Q3,"Arts, Recreation and Other Services",Female,25.56,0.08,25.65
2011Q4,"Arts, Recreation and Other Services",Female,24.52,0.11,24.64
2012Q1,"Arts, Recreation and Other Services",Female,23.81,0.14,23.95
2012Q2,"Arts, Recreation and Other Services",Female,23.97,0.08,24.05
2012Q3,"Arts, Recreation and Other Services",Female,24.6,0.09,24.7
2012Q4,"Arts, Recreation and Other Services",Female,25.14,0.12,25.26
2013Q1,"Arts, Recreation and Other Services",Female,24.76,0.12,24.88
2013Q2,"Arts, Recreation and Other Services",Female,24.24,0.07,24.31
2013Q3,"Arts, Recreation and Other Services",Female,24.88,0.08,24.96
2013Q4,"Arts, Recreation and Other Services",Female,24.53,0.1,24.62
2014Q1,"Arts, Recreation and Other Services",Female,24.17,0.11,24.28
2014Q2,"Arts, Recreation and Other Services",Female,23.89,0.08,23.96
2014Q3,"Arts, Recreation and Other Services",Female,24.11,0.09,24.2
2014Q4,"Arts, Recreation and Other Services",Female,23.96,0.33,24.29
2015Q1,"Arts, Recreation and Other Services",Female,24.87,0.11,24.98
2015Q2,"Arts, Recreation and Other Services",Female,24.18,0.1,24.28
2015Q3,"Arts, Recreation and Other Services",Female,24.34,0.12,24.46
2015Q4,"Arts, Recreation and Other Services",Female,24.57,0.12,24.69
2016Q1,"Arts, Recreation and Other Services",Female,25.4,0.15,25.55
2016Q2,"Arts, Recreation and Other Services",Female,24.15,0.08,24.24
2016Q3,"Arts, Recreation and Other Services",Female,24.24,0.09,24.33
2016Q4,"Arts, Recreation and Other Services",Female,25.28,0.08,25.36
2017Q1,"Arts, Recreation and Other Services",Female,25.09,0.12,25.22
2017Q2,"Arts, Recreation and Other Services",Female,25.54,0.08,25.62
2017Q3,"Arts, Recreation and Other Services",Female,25.08,0.09,25.18
2017Q4,"Arts, Recreation and Other Services",Female,24.73,0.08,24.81
2018Q1,"Arts, Recreation and Other Services",Female,26.21,0.11,26.32
2018Q2,"Arts, Recreation and Other Services",Female,25.33,0.08,25.4
2018Q3,"Arts, Recreation and Other Services",Female,25.66,0.08,25.74
2018Q4,"Arts, Recreation and Other Services",Female,24.75,0.12,24.87
1989Q1,"Arts, Recreation and Other Services",Both Sexes,31.02,1.09,32.11
1989Q2,"Arts, Recreation and Other Services",Both Sexes,30.91,1.09,31.99
1989Q3,"Arts, Recreation and Other Services",Both Sexes,30.48,1.07,31.55
1989Q4,"Arts, Recreation and Other Services",Both Sexes,30.16,1.06,31.22
1990Q1,"Arts, Recreation and Other Services",Both Sexes,30.21,1.07,31.28
1990Q2,"Arts, Recreation and Other Services",Both Sexes,30.17,0.99,31.16
1990Q3,"Arts, Recreation and Other Services",Both Sexes,29.77,0.91,30.68
1990Q4,"Arts, Recreation and Other Services",Both Sexes,29.65,0.94,30.59
1991Q1,"Arts, Recreation and Other Services",Both Sexes,29.84,0.86,30.71
1991Q2,"Arts, Recreation and Other Services",Both Sexes,29.93,0.78,30.72
1991Q3,"Arts, Recreation and Other Services",Both Sexes,29.76,0.68,30.44
1991Q4,"Arts, Recreation and Other Services",Both Sexes,29.69,0.73,30.42
1992Q1,"Arts, Recreation and Other Services",Both Sexes,29.92,0.66,30.58
1992Q2,"Arts, Recreation and Other Services",Both Sexes,30.1,0.65,30.75
1992Q3,"Arts, Recreation and Other Services",Both Sexes,30.11,0.55,30.66
1992Q4,"Arts, Recreation and Other Services",Both Sexes,30.17,0.6,30.77
1993Q1,"Arts, Recreation and Other Services",Both Sexes,30.11,0.55,30.66
1993Q2,"Arts, Recreation and Other Services",Both Sexes,30.04,0.55,30.58
1993Q3,"Arts, Recreation and Other Services",Both Sexes,29.94,0.5,30.44
1993Q4,"Arts, Recreation and Other Services",Both Sexes,30.15,0.57,30.72
1994Q1,"Arts, Recreation and Other Services",Both Sexes,29.89,0.54,30.42
1994Q2,"Arts, Recreation and Other Services",Both Sexes,30.06,0.55,30.61
1994Q3,"Arts, Recreation and Other Services",Both Sexes,29.61,0.52,30.13
1994Q4,"Arts, Recreation and Other Services",Both Sexes,29.9,0.55,30.46
1995Q1,"Arts, Recreation and Other Services",Both Sexes,29.68,0.51,30.19
1995Q2,"Arts, Recreation and Other Services",Both Sexes,29.89,0.49,30.38
1995Q3,"Arts, Recreation and Other Services",Both Sexes,29.72,0.42,30.14
1995Q4,"Arts, Recreation and Other Services",Both Sexes,29.75,0.49,30.24
1996Q1,"Arts, Recreation and Other Services",Both Sexes,29.24,0.45,29.69
1996Q2,"Arts, Recreation and Other Services",Both Sexes,29.23,0.38,29.61
1996Q3,"Arts, Recreation and Other Services",Both Sexes,29.38,0.33,29.71
1996Q4,"Arts, Recreation and Other Services",Both Sexes,29.79,0.39,30.18
1997Q1,"Arts, Recreation and Other Services",Both Sexes,29.37,0.4,29.77
1997Q2,"Arts, Recreation and Other Services",Both Sexes,29.45,0.36,29.8
1997Q3,"Arts, Recreation and Other Services",Both Sexes,29.09,0.33,29.42
1997Q4,"Arts, Recreation and Other Services",Both Sexes,29.23,0.33,29.56
1998Q1,"Arts, Recreation and Other Services",Both Sexes,28.86,0.33,29.19
1998Q2,"Arts, Recreation and Other Services",Both Sexes,29.13,0.29,29.41
1998Q3,"Arts, Recreation and Other Services",Both Sexes,28.9,0.24,29.13
1998Q4,"Arts, Recreation and Other Services",Both Sexes,28.87,0.28,29.15
1999Q1,"Arts, Recreation and Other Services",Both Sexes,29.23,0.3,29.53
1999Q2,"Arts, Recreation and Other Services",Both Sexes,28.81,0.27,29.08
1999Q3,"Arts, Recreation and Other Services",Both Sexes,28.83,0.25,29.08
1999Q4,"Arts, Recreation and Other Services",Both Sexes,28.87,0.31,29.18
2000Q1,"Arts, Recreation and Other Services",Both Sexes,29.01,0.36,29.37
2000Q2,"Arts, Recreation and Other Services",Both Sexes,28.77,0.27,29.04
2000Q3,"Arts, Recreation and Other Services",Both Sexes,28.85,0.3,29.15
2000Q4,"Arts, Recreation and Other Services",Both Sexes,28.89,0.28,29.17
2001Q1,"Arts, Recreation and Other Services",Both Sexes,28.81,0.29,29.1
2001Q2,"Arts, Recreation and Other Services",Both Sexes,28.83,0.27,29.09
2001Q3,"Arts, Recreation and Other Services",Both Sexes,28.3,0.24,28.54
2001Q4,"Arts, Recreation and Other Services",Both Sexes,28.22,0.27,28.49
2002Q1,"Arts, Recreation and Other Services",Both Sexes,29.35,0.33,29.67
2002Q2,"Arts, Recreation and Other Services",Both Sexes,29.22,0.28,29.5
2002Q3,"Arts, Recreation and Other Services",Both Sexes,29.3,0.28,29.58
2002Q4,"Arts, Recreation and Other Services",Both Sexes,29.62,0.32,29.94
2003Q1,"Arts, Recreation and Other Services",Both Sexes,30.25,0.36,30.61
2003Q2,"Arts, Recreation and Other Services",Both Sexes,29.77,0.31,30.08
2003Q3,"Arts, Recreation and Other Services",Both Sexes,30.01,0.26,30.27
2003Q4,"Arts, Recreation and Other Services",Both Sexes,30.2,0.42,30.62
2004Q1,"Arts, Recreation and Other Services",Both Sexes,30.71,0.42,31.13
2004Q2,"Arts, Recreation and Other Services",Both Sexes,29.63,0.29,29.92
2004Q3,"Arts, Recreation and Other Services",Both Sexes,29.97,0.25,30.22
2004Q4,"Arts, Recreation and Other Services",Both Sexes,29.72,0.36,30.07
2005Q1,"Arts, Recreation and Other Services",Both Sexes,29.58,0.39,29.97
2005Q2,"Arts, Recreation and Other Services",Both Sexes,29.23,0.32,29.55
2005Q3,"Arts, Recreation and Other Services",Both Sexes,29.32,0.29,29.61
2005Q4,"Arts, Recreation and Other Services",Both Sexes,29.03,0.33,29.36
2006Q1,"Arts, Recreation and Other Services",Both Sexes,29.63,0.35,29.98
2006Q2,"Arts, Recreation and Other Services",Both Sexes,29.32,0.3,29.61
2006Q3,"Arts, Recreation and Other Services",Both Sexes,28.53,0.28,28.81
2006Q4,"Arts, Recreation and Other Services",Both Sexes,28.58,0.28,28.86
2007Q1,"Arts, Recreation and Other Services",Both Sexes,29.36,0.36,29.72
2007Q2,"Arts, Recreation and Other Services",Both Sexes,28.89,0.29,29.17
2007Q3,"Arts, Recreation and Other Services",Both Sexes,28.39,0.26,28.66
2007Q4,"Arts, Recreation and Other Services",Both Sexes,28.85,0.33,29.18
2008Q1,"Arts, Recreation and Other Services",Both Sexes,29.21,0.36,29.57
2008Q2,"Arts, Recreation and Other Services",Both Sexes,28.77,0.27,29.05
2008Q3,"Arts, Recreation and Other Services",Both Sexes,28.43,0.27,28.7
2008Q4,"Arts, Recreation and Other Services",Both Sexes,29.21,0.27,29.48
2009Q1,"Arts, Recreation and Other Services",Both Sexes,28.65,0.33,28.98
2009Q2,"Arts, Recreation and Other Services",Both Sexes,28.72,0.26,28.97
2009Q3,"Arts, Recreation and Other Services",Both Sexes,28.15,0.25,28.4
2009Q4,"Arts, Recreation and Other Services",Both Sexes,28.43,0.23,28.65
2010Q1,"Arts, Recreation and Other Services",Both Sexes,27.99,0.34,28.32
2010Q2,"Arts, Recreation and Other Services",Both Sexes,28.13,0.29,28.41
2010Q3,"Arts, Recreation and Other Services",Both Sexes,28.4,0.23,28.62
2010Q4,"Arts, Recreation and Other Services",Both Sexes,28.78,0.22,29
2011Q1,"Arts, Recreation and Other Services",Both Sexes,29.16,0.32,29.48
2011Q2,"Arts, Recreation and Other Services",Both Sexes,28.69,0.23,28.92
2011Q3,"Arts, Recreation and Other Services",Both Sexes,28.99,0.2,29.19
2011Q4,"Arts, Recreation and Other Services",Both Sexes,28.31,0.24,28.55
2012Q1,"Arts, Recreation and Other Services",Both Sexes,27.7,0.26,27.97
2012Q2,"Arts, Recreation and Other Services",Both Sexes,27.64,0.19,27.83
2012Q3,"Arts, Recreation and Other Services",Both Sexes,27.91,0.18,28.08
2012Q4,"Arts, Recreation and Other Services",Both Sexes,28.72,0.23,28.94
2013Q1,"Arts, Recreation and Other Services",Both Sexes,28.77,0.27,29.05
2013Q2,"Arts, Recreation and Other Services",Both Sexes,27.57,0.22,27.79
2013Q3,"Arts, Recreation and Other Services",Both Sexes,28.12,0.2,28.32
2013Q4,"Arts, Recreation and Other Services",Both Sexes,27.86,0.23,28.09
2014Q1,"Arts, Recreation and Other Services",Both Sexes,27.81,0.26,28.07
2014Q2,"Arts, Recreation and Other Services",Both Sexes,27.89,0.27,28.16
2014Q3,"Arts, Recreation and Other Services",Both Sexes,28.13,0.22,28.35
2014Q4,"Arts, Recreation and Other Services",Both Sexes,27.54,0.36,27.9
2015Q1,"Arts, Recreation and Other Services",Both Sexes,28.66,0.29,28.95
2015Q2,"Arts, Recreation and Other Services",Both Sexes,27.67,0.26,27.94
2015Q3,"Arts, Recreation and Other Services",Both Sexes,28.02,0.24,28.26
2015Q4,"Arts, Recreation and Other Services",Both Sexes,28.16,0.26,28.42
2016Q1,"Arts, Recreation and Other Services",Both Sexes,28.48,0.26,28.75
2016Q2,"Arts, Recreation and Other Services",Both Sexes,27.69,0.25,27.93
2016Q3,"Arts, Recreation and Other Services",Both Sexes,27.53,0.25,27.79
2016Q4,"Arts, Recreation and Other Services",Both Sexes,28.29,0.23,28.51
2017Q1,"Arts, Recreation and Other Services",Both Sexes,28.38,0.25,28.64
2017Q2,"Arts, Recreation and Other Services",Both Sexes,28.12,0.28,28.4
2017Q3,"Arts, Recreation and Other Services",Both Sexes,28.12,0.23,28.35
2017Q4,"Arts, Recreation and Other Services",Both Sexes,28,0.24,28.24
2018Q1,"Arts, Recreation and Other Services",Both Sexes,28.94,0.27,29.21
2018Q2,"Arts, Recreation and Other Services",Both Sexes,28.52,0.23,28.75
2018Q3,"Arts, Recreation and Other Services",Both Sexes,29.3,0.22,29.52
2018Q4,"Arts, Recreation and Other Services",Both Sexes,28.48,0.24,28.71
1989Q1,All Industries,Male,35.62,2.61,38.22
1989Q2,All Industries,Male,35.32,2.45,37.77
1989Q3,All Industries,Male,35.21,2.31,37.51
1989Q4,All Industries,Male,35.42,2.65,38.07
1990Q1,All Industries,Male,35.24,2.69,37.93
1990Q2,All Industries,Male,35.11,2.62,37.73
1990Q3,All Industries,Male,34.99,2.23,37.23
1990Q4,All Industries,Male,34.96,2.45,37.41
1991Q1,All Industries,Male,35.18,2.3,37.48
1991Q2,All Industries,Male,34.92,2.09,37.01
1991Q3,All Industries,Male,34.93,1.79,36.72
1991Q4,All Industries,Male,34.96,2.04,37
1992Q1,All Industries,Male,35.3,2.07,37.37
1992Q2,All Industries,Male,35.11,1.99,37.1
1992Q3,All Industries,Male,34.91,1.73,36.64
1992Q4,All Industries,Male,35.21,2.05,37.27
1993Q1,All Industries,Male,35.57,2.07,37.64
1993Q2,All Industries,Male,35.26,1.9,37.16
1993Q3,All Industries,Male,35.15,1.74,36.89
1993Q4,All Industries,Male,35.29,2.08,37.37
1994Q1,All Industries,Male,35.55,1.98,37.54
1994Q2,All Industries,Male,35.49,2.05,37.53
1994Q3,All Industries,Male,35.22,1.87,37.1
1994Q4,All Industries,Male,35.51,2.13,37.64
1995Q1,All Industries,Male,35.72,2.08,37.81
1995Q2,All Industries,Male,35.52,1.98,37.5
1995Q3,All Industries,Male,35.19,1.74,36.93
1995Q4,All Industries,Male,35.4,2,37.39
1996Q1,All Industries,Male,35.74,1.96,37.7
1996Q2,All Industries,Male,35.25,1.72,36.97
1996Q3,All Industries,Male,35.05,1.55,36.6
1996Q4,All Industries,Male,35.18,1.85,37.03
1997Q1,All Industries,Male,35.47,1.8,37.26
1997Q2,All Industries,Male,35.2,1.68,36.88
1997Q3,All Industries,Male,34.8,1.49,36.29
1997Q4,All Industries,Male,34.9,1.69,36.59
1998Q1,All Industries,Male,35.31,1.65,36.96
1998Q2,All Industries,Male,34.85,1.37,36.22
1998Q3,All Industries,Male,34.75,1.22,35.97
1998Q4,All Industries,Male,34.62,1.44,36.06
1999Q1,All Industries,Male,34.91,1.44,36.35
1999Q2,All Industries,Male,34.55,1.35,35.91
1999Q3,All Industries,Male,34.54,1.27,35.81
1999Q4,All Industries,Male,34.81,1.48,36.29
2000Q1,All Industries,Male,34.97,1.44,36.41
2000Q2,All Industries,Male,34.68,1.28,35.96
2000Q3,All Industries,Male,34.74,1.22,35.97
2000Q4,All Industries,Male,34.97,1.43,36.4
2001Q1,All Industries,Male,34.94,1.39,36.32
2001Q2,All Industries,Male,35.01,1.34,36.35
2001Q3,All Industries,Male,34.83,1.27,36.1
2001Q4,All Industries,Male,34.79,1.36,36.15
2002Q1,All Industries,Male,35.07,1.41,36.48
2002Q2,All Industries,Male,35.02,1.33,36.35
2002Q3,All Industries,Male,35.31,1.29,36.6
2002Q4,All Industries,Male,35.22,1.46,36.67
2003Q1,All Industries,Male,35.74,1.52,37.25
2003Q2,All Industries,Male,35.33,1.36,36.69
2003Q3,All Industries,Male,35.37,1.21,36.58
2003Q4,All Industries,Male,35.11,1.42,36.53
2004Q1,All Industries,Male,35.79,1.44,37.22
2004Q2,All Industries,Male,35.13,1.3,36.43
2004Q3,All Industries,Male,35.22,1.23,36.45
2004Q4,All Industries,Male,35.63,1.41,37.04
2005Q1,All Industries,Male,35.78,1.44,37.22
2005Q2,All Industries,Male,35.27,1.35,36.62
2005Q3,All Industries,Male,34.85,1.2,36.05
2005Q4,All Industries,Male,34.87,1.34,36.21
2006Q1,All Industries,Male,35.13,1.35,36.48
2006Q2,All Industries,Male,35.02,1.24,36.26
2006Q3,All Industries,Male,35.05,1.29,36.34
2006Q4,All Industries,Male,34.95,1.25,36.2
2007Q1,All Industries,Male,35.23,1.31,36.54
